codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
103;11521;MONTICINO;VIA VIARA ANG DEL PARTIGIANO;CASTEL SAN PIETRO TERME;705134;915802;44,364722;11,573351;513
103;11534;FRANTOIO;VIA VIARA FR CALCINA;CASALFIUMANESE;703908;913896;44,347925;11,557234;513
103;11537;LA BARLETA;VIA VIARA 6830;CASTEL SAN PIETRO TERME;703631;913521;44,344629;11,553615;528
103;11550;MARZOCCHINA;VIA VIARA 9689;CASTEL SAN PIETRO TERME;701887;912006;44,33149;11,531171;528
103;11560;FORNO;VIA VIARA FR 12324;CASTEL SAN PIETRO TERME;700252;910714;44,320322;11,510187;528
103;11563;CORIGNANO;VIA VIARA 12998;CASTEL SAN PIETRO TERME;699637;910627;44,319709;11,502449;528
103;11576;S.CLEMENTE RIGNANO B. CHI;VIA SILLARO FR 16;MONTERENZIO;697880;910452;44,318615;11,480369;528
103;11579;S.CLEMENTE RIGNANO B. POS;VIA SILLARO 28;RIGNANO BOLOGNESE;697668;910244;44,316802;11,477635;528
103;11592;CASA OTTAVIA;VIA SILLARO 31;MONTERENZIO;695833;909140;44,307368;11,454231;528
103;11595;ROMAGNOLA;VIA SILLARO FR 35;MONTERENZIO;695471;908734;44,303814;11,449545;528
103;11608;CASETTO;VIA SILLARO FR 71;CASALFIUMANESE;696901;904950;44,269392;11,466031;529
103;11611;CA` FIROLA;VIA SILLARO FR CA` FIROLA;CASALFIUMANESE;697323;904709;44,26711;11,471223;529
103;11624;SASSOLEONE;VIA SILLARO FR 35;SASSOLEONE;698279;903996;44,260437;11,482919;529
103;11627;CA` DEL VENTO;VIA SILLARO P.L.10;CASALFIUMANESE;698220;902684;44,248652;11,481684;529
103;11640;BELVEDERE CHIESINA;VIA SILLARO LATO CHIESA;CASTEL DEL RIO;697683;900956;44,233255;11,474312;529
103;11552;MOLINO NUOVO;VIA VIARA FR 10300;CASTEL SAN PIETRO TERME;701391;911705;44,328921;11,524839;528
103;11555;CASA AMEDEA;VIA VIARA FR 11155;CASTEL SAN PIETRO TERME;700990;911280;44,325209;11,519651;528
103;11568;CAREGGIANA;VIA VIARA FR 13867;CASTEL SAN PIETRO TERME;698799;910558;44,319318;11,491923;528
103;11571;S.CLEMENTE DI RIGNANO BOL;VIA SILLARO 6;MONTERENZIO;698204;910650;44,320308;11,484504;528
103;11584;S.CLEMENTE RIGNANO B. SIL;VIA SILLARO FR CA` DEI MASI;MONTERENZIO;696918;910088;44,315602;11,46818;528
103;11587;VILLAGGIO SALUTE PIU`;VIA SILLARO 2;MONTERENZIO;696326;909537;44,310806;11,460556;528
103;11600;CASONA;VIA SILLARO 39;MONTERENZIO;695537;906981;44,288028;11,449716;528
103;11603;LA PINETA;VIA SILLARO BV SASSONERO;MONTERENZIO;696208;905406;44,273681;11,457527;528
103;11616;SASSOLEONE VILLANOVA;VIA SILLARO BV VILLANOVA;CASALFIUMANESE;697659;904055;44,261136;11,475182;529
103;11619;CUVIOLO BIVIO;VIA SILLARO FR BV GESSO;CASALFIUMANESE;698445;904400;44,264026;11,48515;529
103;11632;BORDONA BIVIO;VIA SILLARO 2;CASTEL DEL RIO;698158;901763;44,240385;11,48056;529
103;11635;BELVEDERE COLLINA;VIA SILLARO 55;CASTEL DEL RIO;697958;901314;44,236401;11,477888;529
103;11648;BAGURA;VIA SILLARO FR 7;CASTEL DEL RIO;697034;899892;44,223861;11,465793;529
103;11655;GIUGNOLA;VIA SILLARO 15;FIRENZUOLA;695854;899443;44,22014;11,450866;529
103;11664;MERCURIO;VIA SILLARO FR BV CASA BIANCONCINI;FIRENZUOLA;695161;898824;44,214758;11,441967;529
103;11671;LA CAVA;VIA SILLARO 77;FIRENZUOLA;694545;898784;44,214562;11,434248;529
103;11680;PIANCALDOLI;VIA SILLARO FR 26;FIRENZUOLA;694251;898634;44,213291;11,430516;529
103;15729;CASA MONTI;VIA SILLARO CASA MONTI;CASALFIUMANESE;698250;901953;44,242069;11,481783;529
104;15021;STARIETTA;VIA SELICE MONTANARA 65;IMOLA;713233;912420;44,331973;11,673501;510
104;15030;GIARONA;VIA SELICE MONTANARA S.P. 610 KM 36+970;PONTICELLI;711944;911454;44,323662;11,656958;510
104;15037;CASE MISERIA;VIA SELICE MONTANARA FR 328;PONTICELLI;711340;910559;44,315789;11,649029;510
104;15046;FABBRICA;VIA SELICE MONTANARA FR 412;IMOLA;710321;909102;44,302981;11,635677;510
104;15053;CASALINO;VIA SELICE MONTANARA 132;CASALFIUMANESE;709060;907961;44,293083;11,619429;516
104;15066;BORGO TOSSIGNANO TRIESTE;VIALE TRIESTE FR 3;BORGO TOSSIGNANO;706694;906141;44,27739;11,589082;516
104;15069;COGALINA;VIA MAZZINI 66;BORGO TOSSIGNANO;706483;905671;44,273223;11,586255;516
104;15082;FONTANELICE;VIA CORSO EUROPA 37;FONTANELICE;704427;904000;44,258774;11,559866;516
104;15085;CAMPOMORO ZONA IND.LE;VIA SELICE MONTANARA 43;FONTANELICE;703728;903426;44,253807;11,550894;517
104;15098;LA VECCHIA;VIA SELICE MONTANARA FR 3;FONTANELICE;701665;902066;44,242149;11,524554;517
104;15101;CARSEGGIO BICOCCA;VIA CARSEGGIO 12;CASALFIUMANESE;700965;901184;44,234409;11,515458;517
104;15104;CASTEL DEL RIO ROCCA;PIAZZA DELLA REPUBBLICA 10;CASTEL DEL RIO;700192;898722;44,212477;11,504848;517
104;114101;IMOLA CENTRO COMMERCIALE;VIALE CARDUCCI 38;IMOLA;715878;915354;44,357577;11,707855;510
104;120104;IMOLA STAZIONE;P.LE MARABINI FR 4;IMOLA;716741;915544;44,359028;11,718752;510
104;122109;IMOLA PASQUALA;VIA 1` MAGGIO BV BENTIVOGLIO;IMOLA;716819;916757;44,369913;11,720234;510
104;122125;BICOCCA GAMBELLARA;VIA BICOCCA 15;IMOLA;717948;918868;44,388558;11,735273;510
104;122141;SELICE AUTOSTRADA;VIA SELICE 47;IMOLA;718058;917652;44,37759;11,736142;510
104;122157;POIANO;VIA SELICE 94;IMOLA;717058;915689;44,360237;11,722785;510
104;124203;IMOLA DI VITTORIO II;VIA DI VITTORIO FR PL 3837;IMOLA;715621;916479;44,36777;11,7051;510
104;124209;COOPERAZIONE;VIA COOPERAZIONE FR 20;IMOLA;716438;916452;44,367284;11,715331;510
104;131113;PUNTA;VIA PUNTA 24;IMOLA;713829;913598;44,342391;11,681451;510
104;131116;MONTERICCO;VIA MONTERICCO (INTERSEZIONE GIOVANNI X);IMOLA;714252;914811;44,353175;11,687251;510
104;131122;IMOLA VIVALDI;VIA VIVALDI 67-71;IMOLA;713829;913961;44,345656;11,6816;510
104;131129;IMOLA OSPEDALE NUOVO;VIA MONTERICCO 1;IMOLA;714430;915240;44,356981;11,689658;510
104;131138;IMOLA VILLA CLELIA;VIA VILLA CLELIA 71;IMOLA;715061;915186;44,356308;11,697545;510
104;131148;AMENDOLA;VIALE AMENDOLA89;IMOLA;715495;915380;44,357924;11,703065;510
104;151134;IMOLA ANDREA COSTA;VIA A.COSTA 18;IMOLA;716559;915230;44,356259;11,71634;510
106;21;FILOPANTI;VIALE FILOPANTI PALO LUCE 398;BOLOGNA;687483;929806;44,495465;11,357088;500
106;500;BOLOGNA AUTOSTAZIONE;VIALE MASINI 3;BOLOGNA;686640;930729;44,503986;11,346827;500
106;1004;ALBERTONI;VIA MAZZINI 96;BOLOGNA;687993;928982;44,487921;11,363197;500
106;1027;ARNO;VIA DOZZA 1;BOLOGNA;690254;927852;44,477165;11,391193;500
106;1033;VILLAGGIO DUE MADONNE;VIA DOZZA 19/B;BOLOGNA;690576;927687;44,475596;11,395177;500
106;1043;SAN LAZZARO MUNICIPIO;VIA EMILIA 94;SAN LAZZARO DI SAVENA;691619;927176;44,470724;11,408091;501
106;1502;SAN LAZZARO JUSSI;VIA EMILIA 245;SAN LAZZARO DI SAVENA;692002;927005;44,469084;11,412838;501
106;10001;IDICE;VIA EMILIA 352;SAN LAZZARO DI SAVENA;693927;926036;44,459855;11,436656;501
106;10014;CAMPANA;VIA EMILIA 405;OZZANO DELL`EMILIA;695646;925209;44,451953;11,457932;501
106;10017;OLMATELLO;VIA EMILIA FR 27;OZZANO DELL`EMILIA;696373;924835;44,448392;11,466919;511
106;10030;TOLARA BIVIO;VIA EMILIA FR 408;OZZANO DELL`EMILIA;698327;923890;44,43936;11,491092;511
106;12042;CASE MACERO;VIA STRADELLI GUELFI 47;OZZANO DELL`EMILIA;698559;927313;44,470084;11,495316;511
106;14021;Z.I. QUADERNA VENETO;VIA VENETO FR 13;OZZANO DELL`EMILIA;699490;925621;44,454609;11,506359;511
106;14024;Z.I.QUADERNA PIEMONTE;VIA PIEMONTE FR 23;OZZANO DELL`EMILIA;699177;925782;44,456144;11,50249;511
106;14031;Z.I. PONTE RIZZOLI CARBON;VIA CARBONI;PONTE RIZZOLI;699270;926778;44,465076;11,504041;511
106;14037;Z.I. PONTE RIZZOLI INDUST;VIA DELL`INDUSTRIA 29;PONTE RIZZOLI;699117;926542;44,462996;11,502029;511
103;11639;BELVEDERE CHIESINA;VIA SILLARO FR CHIESA;CASTEL DEL RIO;697682;900963;44,233319;11,474303;529
103;11652;BELVEDERE DOGANA;VIA SILLARO BV MONTELAFINE;CASTEL DEL RIO;696345;900035;44,225333;11,457229;529
103;11659;CA` DEL SARTO;VIA PROVINCIALE FR 39;FIRENZUOLA;695557;898968;44,215947;11,446974;529
103;11668;PIANCALDOLI CASE NUOVE;VIA SILLARO BV CASE NUOVE;FIRENZUOLA;694976;898836;44,214915;11,439658;529
103;11675;PIANCALDOLI PARCHEGGIO;VIA SILLARO FR 71;FIRENZUOLA;694414;898663;44,213509;11,432565;529
103;11684;PIANCALDOLI BIVIO POGGIO;VIA SILLARO BV POGGIO;FIRENZUOLA;693752;898081;44,20845;11,424071;529
104;15017;VILLA AZZI;VIA SELICE MONTANARA 61;IMOLA;713610;912698;44,334362;11,678338;510
104;15026;LINARO;VIA SELICE MONTANARA 100/B;IMOLA;712666;911971;44,328101;11,666213;510
104;15033;PONTICELLI;VIA SELICE MONTANARA 261;PONTICELLI;711558;910986;44,319566;11,651932;510
104;15042;MEZZOCOLLE;VIA SELICE MONTANARA FR 334;IMOLA;710915;909992;44,310813;11,643476;510
104;15049;BORGO CASALE;VIA SELICE MONTANARA 42;CASALFIUMANESE;709726;908501;44,297748;11,627985;516
104;15062;MESCOLA;VIA GARIBALDI FR 73;BORGO TOSSIGNANO;706778;906560;44,281135;11,5903;516
104;15065;BORGO TOSSIGNANO GARIBALD;VIA GARIBALDI FR 8/A;BORGO TOSSIGNANO;706635;906150;44,277488;11,588347;516
104;15078;FONTANELICE SAN GIOVANNI;VIA SELICE MONTANARA FR 20;FONTANELICE;705116;904684;44,264732;11,568757;516
104;15081;FONTANELICE;VIA CORSO EUROPA FR 37;FONTANELICE;704400;904004;44,258817;11,559529;516
104;15084;FONTANELICE CROCE;VIA CORSO EUROPA 115;FONTANELICE;704058;903697;44,256152;11,55513;516
104;15094;FONTANELICE GAGGIO;VIA SELICE MONTANARA KM 51_100;FONTANELICE;702213;902329;44,244362;11,531512;517
104;15097;LA VECCHIA;VIA SELICE MONTANARA  PASSO CARRAIO CIV;FONTANELICE;701656;902056;44,242061;11,524438;517
104;15110;PONTE MAGNOLA;VIA SELICE MONTANARA FR BV BORDONA;CASTEL DEL RIO;700068;899251;44,217269;11,503499;517
104;15113;CASTEL DEL RIO II GIUGNO;VIA II GIUGNO FR 10;CASTEL DEL RIO;700103;898935;44,214417;11,503816;517
104;15116;CASTEL DEL RIO;VIA II GIUGNO 40m DOPO INCROCIO VIA AMBR;CASTEL DEL RIO;700076;898804;44,213246;11,503428;517
104;114102;IMOLA CENTRO COMMERCIALE;VIALE CARDUCCI FR 38;IMOLA;715854;915360;44,357638;11,707557;510
104;114105;IMOLA PALESTRA;VIALE CARDUCCI FR 11;IMOLA;716375;915251;44,356502;11,714042;510
104;120101;IMOLA AUTOSTAZIONE;VIA COSTA 45;IMOLA;716645;915356;44,357366;11,71747;510
104;122113;IMOLA PRIMO MAGGIO GRIECO;VIA 1` MAGGIO BV GRIECO;IMOLA;716967;917044;44,37245;11,722209;510
104;122119;IMOLA NICOLI;VIA NICOLI 3;IMOLA;716924;917176;44,37365;11,721725;510
104;122129;BICOCCA COLOMBAROTTO;VIA BICOCCA ANG COLOMBAROTTO;IMOLA;718406;918630;44,38628;11,740916;510
104;122145;IMOLA SELICE LASIE;VIA SELICE FR 43/A;IMOLA;717818;917188;44,37349;11,732939;510
104;122158;POIANO;VIA SELICE 189;IMOLA;717060;915662;44,359994;11,722799;510
104;124101;IMOLA LAVORO;VIA DEL LAVORO FR 45;IMOLA;716515;916085;44,363961;11,716144;510
104;124104;IMOLA DI VITTORIO I;VIA DI VITTORIO 13;IMOLA;716429;916143;44,364508;11,71509;510
104;124207;CASALEGNO;VIA CASALEGNO 1;IMOLA;715529;916921;44,371772;11,704129;510
104;131115;IMOLA DALLA CHIESA;VIA DALLA CHIESA FR 1;IMOLA;713311;913521;44,341851;11,674928;510
104;131118;IMOLA PASOLINI;VIA VIVALDI 89;IMOLA;713715;913744;44,343738;11,680083;510
104;131125;IMOLA MASCAGNI;VIA VIVALDI 12;IMOLA;714060;914338;44,348978;11,68465;510
104;131134;IMOLA SCAVI ROMANI;VIA VILLA CLELIA FR 62/D;IMOLA;714848;915240;44,356857;11,694898;510
104;131144;CAPPUCCINI;VIALE CAPPUCCINI 29;IMOLA;715287;915102;44,355486;11,700343;510
104;131147;AMENDOLA;VIALE AMENDOLA FR 89;IMOLA;715487;915368;44,357819;11,70296;510
104;135202;IMOLA CROCE COPERTA;VIA CROCE COPERTA 14/A;IMOLA;715139;915369;44,357931;11,698599;510
104;151133;IMOLA ANDREA COSTA;VIA COSTA 9;IMOLA;716559;915220;44,356169;11,716336;510
106;20;PORTA SAN VITALE;VIALE FILOPANTI 11;BOLOGNA;687470;929700;44,494515;11,356886;500
106;27;PORTA MAGGIORE;VIALE ERCOLANI 6;BOLOGNA;687541;929307;44,490961;11,357636;500
106;1013;FERMI;VIA MAZZINI 117/D;BOLOGNA;688724;928612;44,484402;11,372248;500
106;1505;SAN LAZZARO CIMITERO;VIA EMILIA 294;SAN LAZZARO DI SAVENA;693415;926281;44,462195;11,430317;501
106;10010;MARESCOTTA;VIA EMILIA FR 484;SAN LAZZARO DI SAVENA;695062;925485;44,454593;11,450702;501
106;10013;CAMPANA;VIA EMILIA 520;SAN LAZZARO DI SAVENA;695578;925216;44,452035;11,457081;501
106;10026;OZZANO PIAVE;VIA EMILIA 215;OZZANO DELL`EMILIA;697901;924102;44,441383;11,485825;511
106;10029;TOLARA BIVIO;VIA EMILIA 400;OZZANO DELL`EMILIA;698296;923892;44,439386;11,490704;511
106;12041;CASE MACERO;VIA STRADELLI GUELFI FR 47;OZZANO DELL`EMILIA;698556;927304;44,470004;11,495275;511
106;14017;Z.I. QUADERNA LIGURIA;VIA VENETO;OZZANO DELL`EMILIA;699451;925428;44,452884;11,505795;511
106;14020;Z.I. QUADERNA VENETO;VIA VENETO FRA I PASSI CARRAI N 376/377;OZZANO DELL`EMILIA;699470;925589;44,454327;11,506095;511
106;14033;Z.I. PONTE RIZZOLI LAVORO;VIA DEL LAVORO 4;PONTE RIZZOLI;699196;926591;44,463415;11,50304;511
11;109;RIZZOLI;VIA RIZZOLI 7/H;BOLOGNA;686605;929651;44,494298;11,345998;500
11;401;SAN PIETRO;VIA INDIPENDENZA FR 4;BOLOGNA;686350;929762;44,495362;11,342833;500
11;459;PIAZZA DEI MARTIRI;VIA MARCONI 69/E;BOLOGNA;686068;930363;44,500841;11,339505;500
11;462;PIAZZA DEI MARTIRI;VIA MARCONI 34;BOLOGNA;686029;930297;44,500258;11,338991;500
11;906;GARGANELLI;VIA SANTO STEFANO 44;BOLOGNA;687000;929145;44,489644;11,350779;500
11;909;FONDAZZA;VIA DANTE 1/D;BOLOGNA;687260;928850;44,486924;11,353939;500
11;1301;DANTE;VIA DANTE 13;BOLOGNA;687638;928915;44,48741;11,358712;500
11;1304;PIAZZA TRENTO TRIESTE;VIALE ORIANI 2/G;BOLOGNA;687861;928835;44,486633;11,361485;500
11;1311;ALBINI;VIA MEZZOFANTI 71;BOLOGNA;688393;928377;44,482374;11,368003;500
103;11522;MONTICINO;VIA VIARA FR DEL PARTIGIANO;CASTEL SAN PIETRO TERME;705138;915801;44,364711;11,573401;513
103;11525;CIVICHELLA;VIA VIARA FR 5029;CASTEL SAN PIETRO TERME;704596;914967;44,357363;11,566278;513
103;11538;LA BARLETA;VIA VIARA FR 6830;CASTEL SAN PIETRO TERME;703639;913515;44,344573;11,553713;528
103;11541;RONCO;VIA VIARA ANG MONTECERERE;CASTEL SAN PIETRO TERME;702736;913106;44,341147;11,542237;528
103;11551;MOLINO NUOVO;VIA VIARA 10300;CASTEL SAN PIETRO TERME;701387;911705;44,328922;11,524789;528
103;11564;CORIGNANO;VIA VIARA FR 12998;CASTEL SAN PIETRO TERME;699635;910622;44,319664;11,502422;528
103;11567;CAREGGIANA;VIA VIARA 13867;CASTEL SAN PIETRO TERME;698802;910565;44,31938;11,491964;528
103;11580;S.CLEMENTE RIGNANO B. POS;VIA SILLARO FR 28;RIGNANO BOLOGNESE;697674;910230;44,316674;11,477705;528
103;11583;S.CLEMENTE RIGNANO B. SIL;VIA SILLARO ANG CA` DEI MASI;MONTERENZIO;696920;910094;44,315656;11,468207;528
103;11596;ROMAGNOLA;VIA SILLARO P.L.10;MONTERENZIO;695476;908732;44,303794;11,449607;528
103;11599;CASONA;VIA SILLARO FR 39;MONTERENZIO;695530;906980;44,288021;11,449627;528
103;11612;CA` FIROLA;VIA SILLARO CA` FIROLA;CASALFIUMANESE;697328;904714;44,267154;11,471287;529
103;11615;SASSOLEONE VILLANOVA;VIA SILLARO FR BV VILLANOVA;CASALFIUMANESE;697651;904054;44,26113;11,475081;529
103;11628;CA` DEL VENTO;VIA SILLARO FR PL 10;CASALFIUMANESE;698233;902686;44,248667;11,481848;529
103;11631;BORDONA BIVIO;VIA SILLARO FR 2;CASTEL DEL RIO;698147;901769;44,240442;11,480425;529
103;11644;BELVEDERE;VIA SILLARO 13;CASTEL DEL RIO;697296;900493;44,229196;11,469297;529
103;11651;BELVEDERE DOGANA;VIA SILLARO FR BV MONTELAFINE;CASTEL DEL RIO;696341;900038;44,225361;11,45718;529
103;11660;CA` DEL SARTO;VIA SILLARO 39;FIRENZUOLA;695561;898961;44,215883;11,447021;529
103;11667;PIANCALDOLI CASE NUOVE;VIA SILLARO FR BV CASE NUOVE;FIRENZUOLA;694975;898844;44,214987;11,439649;529
103;11676;PIANCALDOLI PARCHEGGIO;VIA SILLARO 71;FIRENZUOLA;694410;898662;44,213501;11,432515;529
103;11683;PIANCALDOLI BIVIO POGGIO;VIA SILLARO FR BV POGGIO;FIRENZUOLA;693719;898091;44,208548;11,423662;529
104;15018;VILLA AZZI;VIA SELICE MONTANARA FR 61;IMOLA;713604;912686;44,334256;11,678258;510
104;15025;LINARO;VIA SELICE MONTANARA FR 91/A;IMOLA;712700;912021;44,32854;11,66666;510
104;15034;PONTICELLI;VIA SELICE MONTANARA 190;PONTICELLI;711614;911062;44,320233;11,652665;510
104;15041;MEZZOCOLLE;VIA SELICE MONTANARA 336;IMOLA;710844;909942;44,310384;11,642566;510
104;15050;BORGO CASALE;VIA SELICE MONTANARA FR 44;CASALFIUMANESE;709698;908471;44,297486;11,627622;516
104;15057;RIVIERA;VIA SELICE MONTANARA BV SERRAGLIO;BORGO TOSSIGNANO;708016;907192;44,286466;11,60605;516
104;15070;COGALINA;VIA MAZZINI FR 66;BORGO TOSSIGNANO;706507;905678;44,273279;11,586559;516
104;15073;PRATOLINO;VIA SELICE MONTANARA P.L.7;BORGO TOSSIGNANO;705973;905234;44,269437;11,579699;516
104;15086;CAMPOMORO ZONA IND.LE;VIA SELICE MONTANARA FR 43;FONTANELICE;703734;903423;44,253778;11,550968;517
104;15089;CAMPOMORO;VIA SELICE MONTANARA 41;FONTANELICE;703270;903121;44,251192;11,545045;517
104;15102;CARSEGGIO BICOCCA;VIA CARSEGGIO 12/A;CASALFIUMANESE;701045;901188;44,234423;11,51646;517
104;15105;LA CORTE;VIA SELICE MONTANARA 9;CASTEL DEL RIO;700151;900175;44,225557;11,504889;517
104;110129;IMOLA GALVANI;VIALE GALVANI 12;IMOLA;716721;915394;44,357685;11,718438;510
104;120103;IMOLA STAZIONE;P.LE MARABINI 4;IMOLA;716721;915552;44,359106;11,718504;510
104;122108;STAB. BALLANTI;VIA 1` MAGGIO 52;IMOLA;716495;916182;44,364839;11,715933;510
104;122121;GAMBELLARA AUTOSTRADA;VIA GAMBELLARA PONTE AUTOSTRADA;IMOLA;717840;918740;44,38744;11,733865;510
104;122137;MOLINO ROSSO;VIA SELICE MONTANARA BV MOLINO ROSSO;IMOLA;718185;917908;44,379854;11,737842;510
104;122146;IMOLA SELICE LASIE;VIA SELICE 43;IMOLA;717865;917256;44,374087;11,733557;510
104;122153;BORGO SPUVIGLIA;VIA SELICE FR 14;IMOLA;717288;916150;44,364314;11,725861;510
104;124106;IMOLA SERRAGLIO;VIA DEL LAVORO 19;IMOLA;716812;915940;44,362568;11,719806;510
104;124202;IMOLA GRIECO POSTE;VIA GRIECO 2/C;IMOLA;717123;917013;44,372124;11,724152;510
104;124205;MAZZANTI;VIA MAZZANTI 2;IMOLA;715342;916564;44,368617;11,701637;510
104;131117;IMOLA PASOLINI;VIA VIVALDI FR 111;IMOLA;713719;913725;44,343566;11,680125;510
104;131123;CURIE;VIA PUNTA 18/A;IMOLA;714030;913649;44,342791;11,683991;510
104;131126;IMOLA MASCAGNI;VIA VIVALDI 15;IMOLA;714040;914327;44,348885;11,684395;510
104;131133;IMOLA SCAVI ROMANI;VIA VILLA CLELIA 62/E;IMOLA;714801;915246;44,356925;11,694311;510
104;131149;IMOLA OSPEDALE VECCHIO;VIALE AMENDOLA 14;IMOLA;715744;915240;44,356591;11,706128;510
106;19;PORTA SAN DONATO;VIALE BERTI PICHAT 30;BOLOGNA;687437;930211;44,49912;11,356656;500
106;305;PORTA SAN DONATO;VIA IRNERIO 57;BOLOGNA;687319;930131;44,498431;11,355144;500
106;1005;ALBERTONI;VIA MAZZINI 49;BOLOGNA;687970;928980;44,487909;11,362908;500
106;1028;ARNO;VIA EMILIA LEVANTE 194/14;BOLOGNA;690142;927922;44,477824;11,389811;500
106;1034;VILLAGGIO DUE MADONNE;VIA DOZZA FR 19/B;BOLOGNA;690586;927701;44,475719;11,395308;500
106;1044;SAN LAZZARO MUNICIPIO;VIA EMILIA 165;SAN LAZZARO DI SAVENA;691654;927164;44,470607;11,408526;501
106;1503;CICOGNA FONDAZIONE CIRULL;VIA EMILIA 282;SAN LAZZARO DI SAVENA;693102;926448;44,463781;11,426448;501
106;1506;SAN LAZZARO CIMITERO;VIA EMILIA FR 294;SAN LAZZARO DI SAVENA;693398;926312;44,462479;11,430115;501
106;10002;IDICE;VIA EMILIA FR 344;SAN LAZZARO DI SAVENA;693917;926056;44,460037;11,436538;501
106;10005;IDICE TRE PONTI;VIA EMILIA 452;IDICE;694575;925683;44,456506;11,444661;501
106;10018;OLMATELLO;VIA EMILIA 25;OZZANO DELL`EMILIA;696377;924850;44,448526;11,466975;511
106;10021;OZZANO;VIA EMILIA 210;OZZANO DELL`EMILIA;697072;924492;44,445117;11,475566;511
103;11643;BELVEDERE;VIA SILLARO FR 13;CASTEL DEL RIO;697287;900493;44,229198;11,469184;529
103;11647;BAGURA;VIA SILLARO 7;CASTEL DEL RIO;697025;899894;44,223881;11,465682;529
103;11656;GIUGNOLA;VIA SILLARO FR 15;CASTEL DEL RIO;695864;899430;44,22002;11,450986;529
103;11663;MERCURIO;VIA PROVINCIALE BV CASA BIANCONCINI;FIRENZUOLA;695157;898828;44,214795;11,441919;529
103;11672;LA CAVA;VIA SILLARO FR 77;FIRENZUOLA;694548;898779;44,214516;11,434284;529
103;11679;PIANCALDOLI;VIA SILLARO 26;FIRENZUOLA;694245;898638;44,213329;11,430442;529
103;11688;CASTELLINA;VIA SILLARO FR 175;FIRENZUOLA;693539;897977;44,207571;11,421369;529
104;15022;STARIETTA;VIA SELICE MONTANARA FR 66;IMOLA;713221;912390;44,331706;11,673338;510
104;15029;GIARONA;VIA SELICE MONTANARA P.L. 73;PONTICELLI;711956;911474;44,323839;11,657116;510
104;15038;CASE MISERIA;VIA SELICE MONTANARA 328;IMOLA;711342;910537;44,315591;11,649045;510
104;15045;FABBRICA;VIA SELICE MONTANARA 409;FABBRICA;710314;909118;44,303127;11,635596;510
104;15054;CASALINO;VIA SELICE MONTANARA FR 134;CASALFIUMANESE;709044;907921;44,292728;11,619212;516
104;15058;RIVIERA;VIA SELICE MONTANARA FR BV SERRAGLIO;BORGO TOSSIGNANO;708004;907184;44,286397;11,605896;516
104;15061;MESCOLA;VIA GARIBALDI 59/C;BORGO TOSSIGNANO;706698;906508;44,28069;11,589277;516
104;15074;PRATOLINO;VIA SELICE MONTANARA FR 18;BORGO TOSSIGNANO;705889;905163;44,268822;11,57862;516
104;15077;FONTANELICE SAN GIOVANNI;VIA SELICE MONTANARA 20;VILLA SAN GIOVANNI;705119;904695;44,26483;11,568798;516
104;15083;FONTANELICE CROCE;VIA CORSO EUROPA FR VIA FERRI;FONTANELICE;704089;903742;44,256548;11,555535;516
104;15090;CAMPOMORO;VIA SELICE MONTANARA FR 29;FONTANELICE;703237;903064;44,250688;11,54461;517
104;15093;FONTANELICE GAGGIO;VIA SELICE MONTANARA KM 51_100;FONTANELICE;702208;902334;44,244409;11,531452;517
104;15106;LA CORTE;VIA SELICE MONTANARA FR 9;CASTEL DEL RIO;700153;900130;44,225152;11,504897;517
104;15109;PONTE MAGNOLA;VIA SELICE MONTANARA BV BORDONA;CASTEL DEL RIO;700059;899258;44,217335;11,503389;517
104;110128;GALVANI;VIALE GALVANI 7;IMOLA;716706;915384;44,3576;11,718246;510
104;114106;IMOLA PALESTRA;VIALE CARDUCCI 19;IMOLA;716310;915310;44,357052;11,713252;510
104;120102;IMOLA AUTOSTAZIONE;VIA COSTA 62;IMOLA;716615;915370;44,357501;11,7171;510
104;122107;STAB. BALLANTI;VIA 1` MAGGIO FR 52;IMOLA;716510;916172;44,364745;11,716117;510
104;122110;IMOLA PASQUALA;VIA 1` MAGGIO FR BV BENTIVOGLIO;IMOLA;716811;916762;44,36996;11,720136;510
104;122123;IMOLA I MAGGIO LASIE;VIA I MAGGIO FR 50;IMOLA;717232;917562;44,377029;11,725748;510
104;122149;MAGLIO;VIA SELICE FR 26;IMOLA;717638;916837;44,370387;11,730535;510
104;124102;IMOLA LAVORO;VIA DEL LAVORO 43;IMOLA;716521;916092;44,364022;11,716222;510
104;124105;IMOLA SERRAGLIO;VIA DEL LAVORO 2;IMOLA;716825;915918;44,362366;11,71996;510
104;124124;CORRECCHIO;VIA CORRECCHIO 31;IMOLA;715897;918052;44,381834;11,709213;510
104;124208;BRODOLINI;VIA BRODOLINI FR 15;IMOLA;717487;917004;44,371934;11,728712;510
104;130120;IMOLA PALAZZI;VIA PUNTA DIR PEDAGNA EST;IMOLA;714273;913623;44,342485;11,687025;510
104;130123;IMOLA PALAZZI;VIA PUNTA DIR PEDAGNA OVEST;IMOLA;714314;913615;44,342401;11,687536;510
104;131111;MONTERICCO;VIA MONTERICCO (INTERSEZIONE GIOVANNI X);IMOLA;714249;914820;44,353257;11,687217;510
104;131114;PUNTA;VIA PUNTA 23/P;IMOLA;713871;913605;44,342442;11,68198;510
