codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
651;66010;CALCARA;VIA GARIBALDI 65;CALCARA;669610;935259;44,54894;11,134237;561
651;66013;CALCARA CACIQUE;VIA GARIBALDI FR 5;CALCARA;669513;934991;44,546552;11,132928;558
651;66026;CASSOLA VANOTTO;VIA CASSOLA FR VANOTTO;CRESPELLANO;668411;932377;44,523293;11,118212;558
654;60605;CONFINE;VIA CLAUDIA 96;SAVIGNANO SUL PANARO;664144;930034;44,503196;11,063807;558
654;60618;SAVIGNANO SUL PANARO;VIA CLAUDIA 3803/A;SAVIGNANO SUL PANARO;661869;927406;44,480066;11,034384;444
654;60621;DOCCIA;VIA CLAUDIA 4170;SAVIGNANO SUL PANARO;661703;927092;44,477278;11,0322;444
654;60634;FORMICA;VIA TAVONI 703;FORMICA;659911;926378;44,471252;11,00946;444
654;60637;VIGNOLA;CORSO ITALIA 40 METRI DOPO INCOCIO VIA T;VIGNOLA;659924;927159;44,478276;11,009865;444
654;60650;VIGNOLA TERMINAL;VIA MONTANARA 692;VIGNOLA;658822;927934;44,485492;10,996254;444
654;64502;BAZZANO OSPEDALE NUOVO;VIALE DEI MARTIRI FR 9;BAZZANO;666012;929844;44,50106;11,087229;558
654;64509;TENUTA GOCCIA;VIA DI CANOSSA FR 6;MONTEVEGLIO;665813;928373;44,487872;11,084256;558
654;64538;ZAPPOLINO;VIA VALLE DEL SAMOGGIA FR 2412;ZAPPOLINO;667935;922582;44,435282;11,109047;560
654;64541;CA` TRENTI;VIA VALLE DEL SAMOGGIA 3124;CASTELLO DI SERRAVALLE;667888;921892;44,429085;11,108234;560
654;64554;PONZANO;VIA VALLE DEL SAMOGGIA FR 4806;PONZANO;667073;920431;44,416129;11,097531;560
654;64557;PONZANO CHIESA;VIA VALLE DEL SAMOGGIA 5246;PONZANO;666789;920058;44,412839;11,093847;560
654;64570;SAVIGNO PONTE;VIA VALLE DEL SAMOGGIA FR BV SAMOGGIA;SAVIGNO;665408;918274;44,397105;11,075944;562
654;64573;SAVIGNO CARABINIERI;VIA DELLA LIBERTA` 55;SAVIGNO;665389;917883;44,393591;11,075581;562
654;64576;SAVIGNO PIERANTONI;VIA PIERANTONI FR CV 4;SAVIGNO;665263;917702;44,391992;11,073943;562
654;64583;SAVIGNO;VIA MARCONI 34;SAVIGNO;665218;917403;44,389312;11,073283;562
654;64586;RIVABENE;VIA SAN PROSPERO 105;SAVIGNO;665024;916187;44,378416;11,070463;562
654;64589;PONTE CA` MARIO;VIA VALLE DEL SAMOGGIA 98;SAVIGNO;664831;915924;44,376093;11,067959;562
654;64602;GOCCIA;VIA VALLE DEL SAMOGGIA FR 49/A;GOCCIA-CAVARA;663727;914767;44,365934;11,053746;562
654;68601;MONTEVEGLIO PONTE ROSSO;VIA DEI PONTI 16;MONTEVEGLIO;667253;926873;44,474045;11,101869;559
654;68610;STIORE;VIA STIORE FR 20;STIORE;668504;926778;44,4729;11,117556;559
654;68617;MOLINO BOTTI;VIA RODA 12;MONTE SAN PIETRO;668810;925747;44,463553;11,121065;560
654;68626;MOLINO CAVARA;VIA FAGNANO 1378;CASTELLO DI SERRAVALLE;668739;924178;44,449454;11,119662;560
654;68633;FAGNANO;VIA FAGNANO 163;CASTELLO DI SERRAVALLE;668555;923001;44,438907;11,116969;560
656;64502;BAZZANO OSPEDALE NUOVO;VIALE DEI MARTIRI FR 9;BAZZANO;666012;929844;44,50106;11,087229;558
656;64505;Z.I. FORMICA PEDERZINI;VIA MONTEVEGLIO 63;BAZZANO;665973;928749;44,491218;11,086387;558
110;11802;CASTEL S.PIETRO T. ROMA;VIA ROMA 20;CASTEL SAN PIETRO TERME;706138;919909;44,401374;11,587566;513
110;11805;CASTEL S.PIETRO T. MARCON;VIA MARCONI 7/D;CASTEL SAN PIETRO TERME;706251;919670;44,399193;11,588889;513
110;11818;CASTEL S.PIETRO T. BERTEL;VIA MORO FR CABINA ENEL;CASTEL SAN PIETRO TERME;705414;919711;44,399799;11,578405;513
110;11821;CASTEL S.PIETRO T. COLLIN;VIA MORO ANG TANARI;CASTEL SAN PIETRO TERME;705517;919260;44,395714;11,579519;513
110;14202;CASTEL S.PIETRO T. STAZIO;VIA GRAMSCI 838;CASTEL SAN PIETRO TERME;706915;920581;44,407197;11,597581;513
111;10041;PONTE QUADERNA;VIA EMILIA PONENTE 7031;OSTERIA GRANDE;699773;923172;44,432505;11,508969;512
111;11002;PONTE QUADERNA;VIA SAN GIORGIO 37;OSTERIA GRANDE;699755;923140;44,432222;11,508731;512
111;11005;FORNACE VECCHIA;VIA SAN GIORGIO FR 1597;CASTEL SAN PIETRO TERME;699643;921595;44,418357;11,50673;513
111;11018;VARIGNANA CONDOTTO;VIA VARIGNANA FR 694;CASTEL SAN PIETRO TERME;699645;919975;44,403785;11,506133;513
111;11021;VARIGNANA;VIA DE JANI FR 3;VARIGNANA;699745;920089;44,404783;11,507431;513
111;11024;VARIGNANA CIMITERO;VIA VILLALUNGA P.C. CIMITERO;CASTEL SAN PIETRO TERME;699916;920402;44,407551;11,509697;513
111;11034;SAN NICOLO` DI VARIGNANA;VIA VILLALUNGA FR 21;CASTEL SAN PIETRO TERME;701404;922303;44,424237;11,529104;512
112;11805;CASTEL S.PIETRO T. MARCON;VIA MARCONI 7/D;CASTEL SAN PIETRO TERME;706251;919670;44,399193;11,588889;513
112;11914;CASTEL S.PIETRO T. ISTITU;VIALE TERME FR 884;CASTEL SAN PIETRO TERME;706267;918410;44,387856;11,588589;513
112;14202;CASTEL S.PIETRO T. STAZIO;VIA GRAMSCI 838;CASTEL SAN PIETRO TERME;706915;920581;44,407197;11,597581;513
113;11507;CASTEL S.PIETRO T. IMPIAN;VIA VIARA FR CIMITERO;CASTEL SAN PIETRO TERME;706015;918948;44,392766;11,585642;513
113;11803;CASTEL S.PIETRO T. GRAMSC;VIA GRAMSCI FR.180;CASTEL SAN PIETRO TERME;706487;920051;44,402552;11,592001;513
113;11806;CASTEL S.PIETRO T. MARCON;VIA MARCONI FR 7/B;CASTEL SAN PIETRO TERME;706258;919660;44,399101;11,588972;513
113;11809;SCANIA ALBERTAZZI;VIA SCANIA 186;CASTEL SAN PIETRO TERME;706026;919629;44,398888;11,58605;513
113;11825;CASTEL S.PIETRO T. COLLIN;VIA MORO BV BERLINGUER;CASTEL SAN PIETRO TERME;705697;919061;44,393873;11,581698;513
113;11832;CASTEL S.PIETRO T. BERLIN;VIA BERLINGUER_ 19;CASTEL SAN PIETRO TERME;705431;919204;44,395234;11,578418;513
113;11906;CASTEL S.PIETRO T. SCUOLE;VIALE TERME FR 30;CASTEL SAN PIETRO TERME;706312;919211;44,395047;11,589472;513
113;11909;CASTEL S.PIETRO T. FONTE;VIALE TERME PL 18;CASTEL SAN PIETRO TERME;706238;918793;44,391309;11,588378;513
114;10042;PONTE QUADERNA;VIA EMILIA PONENTE FR 7031;OZZANO DELL`EMILIA;699733;923199;44,432758;11,508477;512
114;10045;OSTERIA GRANDE;VIA EMILIA PONENTE 6245;OSTERIA GRANDE;700474;922823;44,429172;11,517633;512
114;10058;BASTIANA;VIA EMILIA PONENTE 4500;CASTEL SAN PIETRO TERME;702038;922074;44,422001;11,536972;513
114;10061;GALLO;VIA EMILIA PONENTE FR 90;CASTEL SAN PIETRO TERME;703020;921567;44,417166;11,549098;513
114;10074;CASTEL S.PIETRO T. FIAT;VIA EMILIA PONENTE 210;CASTEL SAN PIETRO TERME;705876;920164;44,403742;11,58438;513
114;11806;CASTEL S.PIETRO T. MARCON;VIA MARCONI FR 7/B;CASTEL SAN PIETRO TERME;706258;919660;44,399101;11,588972;513
115;20542;MEDICINA;VIA DELLA LIBERTA` 16;MEDICINA;709836;928533;44,477871;11,637445;523
115;20568;MEDICINA SAN CARLO;VIA SAN CARLO FR 164/A;MEDICINA;709342;927922;44,47252;11,630993;523
115;28507;SAN CARLO MADONNA DI POGG;VIA SAN CARLO PASSO CARRABILE DEL CIVICO;CASTEL SAN PIETRO TERME;708008;925019;44,446797;11,613072;523
116;11802;CASTEL S.PIETRO T. ROMA;VIA ROMA 20;CASTEL SAN PIETRO TERME;706138;919909;44,401374;11,587566;513
116;11905;CASTEL S.PIETRO T. SCUOLE;VIALE TERME 30;CASTEL SAN PIETRO TERME;706292;919243;44,395341;11,589233;513
116;11915;CASTEL S.PIETRO T.PARCHEG;VIALE TERME INTERNO PARCHEGGIO PISCINA;CASTEL SAN PIETRO TERME;706228;918557;44,389189;11,588159;513
116;11918;TERME DI CASTEL S.PIETRO;PIAZZALE TERME;CASTEL SAN PIETRO TERME;706304;917967;44,383861;11,588878;513
116;14411;MADONNINA QUERCIA;VIA MADONNINA FR 13;CASTEL SAN PIETRO TERME;707605;921125;44,411892;11,606455;513
116;14415;MADONNINA;VIA MADONNINA 2400/A;CASTEL SAN PIETRO TERME;707920;921654;44,416559;11,610619;513
116;14424;CA` SELVATICI;VIA CHIUSA 9;CASTEL GUELFO DI BOLOGNA;708982;922897;44,427432;11,624446;513
116;14431;RIPOLA PIANTA;VIA MEDESANO SUPERIORE FR BV RIPOLA;DOZZA;710876;922989;44,427711;11,648253;525
116;14440;CASTEL GUELFO PIAZZA ALIG;PIAZZA DANTE ALIGHIERI 16;CASTEL GUELFO DI BOLOGNA;713003;923635;44,432898;11,675211;525
116;14447;LUNGAROLA;VIA LARGA 12;CASTEL GUELFO DI BOLOGNA;710641;924108;44,437842;11,645758;525
116;14456;POGGIO PICCOLO;VIA POGGIO FR 20;CASTEL GUELFO DI BOLOGNA;707743;924389;44,441207;11,609493;524
116;20542;MEDICINA;VIA DELLA LIBERTA` 16;MEDICINA;709836;928533;44,477871;11,637445;523
116;20568;MEDICINA SAN CARLO;VIA SAN CARLO FR 164/A;MEDICINA;709342;927922;44,47252;11,630993;523
116;28507;SAN CARLO MADONNA DI POGG;VIA SAN CARLO PASSO CARRABILE DEL CIVICO;CASTEL SAN PIETRO TERME;708008;925019;44,446797;11,613072;523
119;27;PORTA MAGGIORE;VIALE ERCOLANI 6;BOLOGNA;687541;929307;44,490961;11,357636;500
121;1044;SAN LAZZARO MUNICIPIO;VIA EMILIA 165;SAN LAZZARO DI SAVENA;691654;927164;44,470607;11,408526;501
121;1491;TECNICA OVEST;VIA TECNICA OVEST 9;SAN LAZZARO DI SAVENA;693210;927061;44,469266;11,428033;501
121;1501;SAN LAZZARO POGGI;VIA EMILIA 230;SAN LAZZARO DI SAVENA;692139;926910;44,468193;11,414524;501
121;1504;CICOGNA FONDAZIONE CIRULL;VIA EMILIA FR 262;SAN LAZZARO DI SAVENA;692830;926586;44,465095;11,423083;501
121;1607;CASELLE CA` RICCHI;VIA CASELLE FR 51;SAN LAZZARO DI SAVENA;692233;927782;44,476012;11,416029;501
121;1616;SAN LAZZARO STAZIONE;P.LE STAZIONE FERROVIARIA S. LAZZARO CAS;SAN LAZZARO DI SAVENA;692208;928055;44,478474;11,415816;501
121;10006;IDICE TRE PONTI;VIA EMILIA 379;IDICE;694545;925716;44,45681;11,444297;501
656;64518;MONTEVEGLIO;VIALE DEI MARTIRI 10;MONTEVEGLIO;667081;926551;44,471188;11,099604;559
656;64521;MONTEVEGLIO COSTITUZIONE;VIALE DELLA COSTITUZIONE 64;MONTEVEGLIO;667340;926096;44,467034;11,102711;559
656;64534;BERSAGLIERA;VIA VALLE DEL SAMOGGIA 681;BERSAGLIERA;667108;923427;44,443076;11,098935;560
656;66502;BARISELLA;VIA FELICINA FR 112;MONTEVEGLIO;666966;923304;44,442002;11,097113;560
656;66505;CASTELLETTO SERRAVALLE MO;VIA S. APOLLINARE 586;CASTELLETTO;665188;923156;44,441078;11,074737;560
656;66512;MARMOCCHIA;VIA S.APOLLINARE 2785;CASTELLO DI SERRAVALLE;663931;921783;44,429011;11,058517;560
656;66515;POMPILIO;VIA S.APOLLINARE FR 4115;POMPILIO;663480;920643;44,418856;11,052496;560
656;66518;PIANELLA;VIA CIANO 4810;ZOCCA;662601;919951;44,412828;11,041244;446
656;66521;CIANO VOLTATA;VIA CIANO 4169;ZOCCA;662254;919678;44,41045;11,036804;446
656;66534;CIANO SCUOLE;VIA CIANO 2078;ZOCCA;661409;919695;44,410791;11,026202;446
656;66537;PERSIANA;VIA CIANO 539;ZOCCA;660267;919499;44,409281;11,011808;446
656;66550;MONTEOMBRARO BETTOLINO;VIA DEI MARTIRI FR 1685;ZOCCA;659914;917388;44,390366;11,006727;446
656;66557;MONTEOMBRARO CASEIFICIO;VIA DEI MARTIRI 319;MONTEOMBRARO;659949;916545;44,382773;11,006907;446
656;66566;MONTEOMBRARO CAMPO SPORTI;VIA MONTEOMBRARO 479;MONTEOMBRARO;659843;915601;44,374303;11,005287;446
656;66573;MONTEOMBRARO CASA NADINI;VIA TERENZIO SANTULINI 2171;ZOCCA;659014;914780;44,367099;10,994637;446
656;66582;ZOCCHETTA;VIA TERENZIO SANTULINI FR 1047;ZOCCA;658472;914389;44,363699;10,98772;446
656;66589;PREDIERA;VIA TESI 126;ZOCCA;658283;912842;44,349821;10,984879;446
656;68510;Z.I. CASSOLA BENASSI;VIA CASSOLA FR 25;MONTEVEGLIO;667448;929009;44,493216;11,10501;558
657;60593;BAZZANO CIRC. NORD PERTIN;VIA CIRCONVALLAZIONE NORD FR 97;BAZZANO;665784;930461;44,506663;11,084561;558
657;60599;BAZZANO STAZIONE;VIA PROVINCIALE OVEST;BAZZANO;665336;930691;44,508835;11,079002;558
657;64510;TENUTA GOCCIA;VIA DI CANOSSA 6;MONTEVEGLIO;665829;928409;44,488192;11,084468;558
657;64513;MONTEVEGLIO PONTE;VIALE DEI MARTIRI FR 42;MONTEVEGLIO;666859;926732;44,472867;11,096873;559
657;64526;PONTE BARLETE;VIA ABE` 7;MONTEVEGLIO;667295;925370;44,460513;11,101911;560
657;64529;VILLA MACCAFERRI;VIA ABE` 176;MONTEVEGLIO;667267;924784;44,455247;11,10137;560
657;64542;CA` TRENTI;VIA VALLE DEL SAMOGGIA FR 3124;CASTELLO DI SERRAVALLE;667916;921886;44,429025;11,108584;560
657;64545;COZZANO;VIA VALLE DEL SAMOGGIA FR 3889;CASTELLO DI SERRAVALLE;667562;921206;44,422989;11,10392;560
657;64558;PONZANO CHIESA;VIA VALLE DEL SAMOGGIA FR 5246;PONZANO;666796;920055;44,41281;11,093933;560
657;64561;PONZANO TINTORIA;VIA VALLE DEL SAMOGGIA 5894;TINTORIA;666386;919507;44,407974;11,088612;560
657;64574;SAVIGNO CARABINIERI;VIA DELLA LIBERTA` FR 55;SAVIGNO;665402;917881;44,39357;11,075744;562
657;64577;SAVIGNO MARCONI FORESE;VIA MARCONI;SAVIGNO;665219;917345;44,38879;11,073277;562
657;64584;SAVIGNO;VIA MARCONI 53;SAVIGNO;665244;917403;44,389306;11,073609;562
657;64590;PONTE CA` MARIO;VIA VALLE DEL SAMOGGIA FR 98;SAVIGNO;664833;915914;44,376003;11,067981;562
657;64593;CA` ZANOLINO;VIA VALLE DEL SAMOGGIA ANG. SAN BIAGIO;SAVIGNO;664561;915483;44,372187;11,064432;562
657;66510;CASTELLETTO SERRAVALLE BV;VIA S.APOLLINARE FR 1958;CASTELLO DI SERRAVALLE;664134;922530;44,435686;11,061302;560
658;60594;BAZZANO CIRC. NORD PERTIN;VIA CIRCONVALLAZIONE NORD 61;BAZZANO;665731;930507;44,507089;11,083909;558
658;62670;CASE BORTOLANI FORNACE;VIA BORTOLANI 15/A;SAVIGNO;665573;911960;44,34026;11,076006;566
658;62673;SAN LUIGI;VIA BORTOLANI FR 58;SAVIGNO;665085;911604;44,337168;11,069776;566
658;62686;TOLE`;PIAZZA DON CELSO LOLLI;TOLE`;664276;910723;44,329425;11,059357;566
658;64502;BAZZANO OSPEDALE NUOVO;VIALE DEI MARTIRI FR 9;BAZZANO;666012;929844;44,50106;11,087229;558
658;64505;Z.I. FORMICA PEDERZINI;VIA MONTEVEGLIO 63;BAZZANO;665973;928749;44,491218;11,086387;558
658;64518;MONTEVEGLIO;VIALE DEI MARTIRI 10;MONTEVEGLIO;667081;926551;44,471188;11,099604;559
658;64537;ZAPPOLINO;VIA VALLE DEL SAMOGGIA 2412;ZAPPOLINO;667926;922577;44,435239;11,108933;560
658;64550;CASA BUCO;VIA VALLE DEL SAMOGGIA 4415;CASTELLO DI SERRAVALLE;667254;920797;44,41938;11,099921;560
658;64553;PONZANO;VIA VALLE DEL SAMOGGIA 4806;PONZANO;667047;920446;44,41627;11,09721;560
658;64563;MOLINO SEGA;VIA VALLE DEL SAMOGGIA (SP 27) KM 20+530;CASTELLO DI SERRAVALLE;665977;919128;44,404658;11,083357;562
658;64566;PALAZZINA;VIA VALLE DEL SAMOGGIA FR 7126;CASTELLO DI SERRAVALLE;665565;918569;44,399723;11,078008;562
658;64569;SAVIGNO PONTE;VIA VALLE DEL SAMOGGIA BV SAMOGGIA;SAVIGNO;665403;918281;44,397169;11,075884;562
658;64582;SAVIGNO MARCONI;VIA MARCONI 81;SAVIGNO;665233;917159;44,387113;11,073394;562
658;64585;RIVABENE;VIA SAN PROSPERO FR 105;SAVIGNO;665016;916192;44,378462;11,070365;562
658;64598;SAN BIAGIO CERAMICHE ATI;VIA VALLE DEL SAMOGGIA FR 37;SAVIGNO;664013;915054;44,368451;11,057423;562
658;64601;GOCCIA;VIA VALLE DEL SAMOGGIA 49/A;GOCCIA-CAVARA;663726;914775;44,366006;11,053736;562
658;64614;SPARATE DI SOPRA;VIA SAN PROSPERO FR 92;SAVIGNO;664095;914028;44,359202;11,058129;562
658;64617;SERRA;VIA SAN PROSPERO 39;SAVIGNO;664183;914154;44,360315;11,059272;562
658;64630;PIATTELLO;VIA SAN PROSPERO FR PIATTELLO;SAVIGNO;664943;913546;44,354673;11,06861;566
658;64633;TRAPPOLE;VIA SAN PROSPERO KM 30+970;SAVIGNO;665128;913086;44,350492;11,070784;566
658;68606;CASETTO SCUOLE;VIA STIORE FR 4/1;MONTEVEGLIO;668030;926831;44,473487;11,111618;559
658;68613;MOLINO PONTE;VIA PALAZZETTO FR 3;MONTEVEGLIO;668570;926316;44,468728;11,118235;560
658;68622;MOLINO BORZAGA;VIA RODA 15;MONTE SAN PIETRO;668618;925170;44,458406;11,118465;560
658;68629;CA` ADUA;VIA FAGNANO 633;CASTELLO DI SERRAVALLE;668621;923452;44,44295;11,117944;560
659;60586;MUFFA;VIA PROVINCIALE 312;MUFFA;667807;930830;44,509516;11,110114;558
659;60589;BAZZANO SIRENA;VIA PROVINCIALE EST 8;BAZZANO;666581;930399;44,505922;11,094561;558
659;60596;BAZZANO STAZIONE;VIA GRAMSCI;BAZZANO;665311;930628;44,508274;11,078668;558
659;64506;Z.I. FORMICA PEDERZINI;VIA MONTEVEGLIO FR 63;BAZZANO;665983;928747;44,491197;11,086512;558
659;64513;MONTEVEGLIO PONTE;VIALE DEI MARTIRI FR 42;MONTEVEGLIO;666859;926732;44,472867;11,096873;559
659;64538;ZAPPOLINO;VIA VALLE DEL SAMOGGIA FR 2412;ZAPPOLINO;667935;922582;44,435282;11,109047;560
659;64545;COZZANO;VIA VALLE DEL SAMOGGIA FR 3889;CASTELLO DI SERRAVALLE;667562;921206;44,422989;11,10392;560
659;64558;PONZANO CHIESA;VIA VALLE DEL SAMOGGIA FR 5246;PONZANO;666796;920055;44,41281;11,093933;560
659;64561;PONZANO TINTORIA;VIA VALLE DEL SAMOGGIA 5894;TINTORIA;666386;919507;44,407974;11,088612;560
659;64564;MOLINO SEGA;VIA VALLE DEL SAMOGGIA (SP 27) FR KM 20+;CASTELLO DI SERRAVALLE;666019;919134;44,404703;11,083886;562
659;64574;SAVIGNO CARABINIERI;VIA DELLA LIBERTA` FR 55;SAVIGNO;665402;917881;44,39357;11,075744;562
659;64583;SAVIGNO;VIA MARCONI 34;SAVIGNO;665218;917403;44,389312;11,073283;562
659;64590;PONTE CA` MARIO;VIA VALLE DEL SAMOGGIA FR 98;SAVIGNO;664833;915914;44,376003;11,067981;562
659;64593;CA` ZANOLINO;VIA VALLE DEL SAMOGGIA ANG. SAN BIAGIO;SAVIGNO;664561;915483;44,372187;11,064432;562
659;66002;PONTE SAMOGGIA;VIA SAMOGGIA 90;PONTE SAMOGGIA;670301;936831;44,562919;11,143449;561
659;66005;PONTE SAMOGGIA SANT`ALMAS;VIA SAMOGGIA FR 9;CRESPELLANO;670016;936225;44,557535;11,139663;561
659;66018;CALCARA VILLA BASSI;VIA CASSOLA FR 43;CRESPELLANO;669197;934285;44,540274;11,128721;558
659;66021;CASSOLA TOMBARELLO;VIA CASSOLA 20;CRESPELLANO;668723;933176;44,530408;11,122396;558
659;66503;ZIRIBEGA;VIA ZIRIBEGA 54;ZIRIBEGA;665833;923288;44,442118;11,082879;560
659;66506;CASTELLETTO SERRAVALLE MO;VIA S. APOLLINARE FR 548;CASTELLETTO;665234;923148;44,440996;11,075312;560
659;68601;MONTEVEGLIO PONTE ROSSO;VIA DEI PONTI 16;MONTEVEGLIO;667253;926873;44,474045;11,101869;559
659;68614;MOLINO PONTE;VIA PALAZZETTO 3;MONTEVEGLIO;668578;926316;44,468726;11,118336;560
659;68617;MOLINO BOTTI;VIA RODA 12;MONTE SAN PIETRO;668810;925747;44,463553;11,121065;560
659;68630;CA` ADUA;VIA FAGNANO 628;FAGNANO;668630;923452;44,442947;11,118057;560
659;68633;FAGNANO;VIA FAGNANO 163;CASTELLO DI SERRAVALLE;668555;923001;44,438907;11,116969;560
659;68637;CA` BALDELLO MASINI;VIA MULINO 373;CASTELLO DI SERRAVALLE;668204;922667;44,435984;11,112453;560
66;1400;FERMATA SERVIZIO DUE MADO;INTERNO DEPOSITO DUE MADONNE;BOLOGNA;690497;928708;44,4848;11,39456;500
66;2014;PARCO;VIA MASSARENTI 350;BOLOGNA;689058;929605;44,493247;11,376808;500
66;2020;SANTA RITA;VIA MASSARENTI 414;BOLOGNA;689560;929648;44,493502;11,383132;500
66;2030;BARELLI;VIA MATTEI 22/A;BOLOGNA;690880;929834;44,494827;11,399788;500
66;2303;MARTELLI;VIA MARTELLI FR 9/3;BOLOGNA;690937;929592;44,492636;11,400415;500
66;2496;SCALO SAN DONATO;VIA LARGA FR P.L. 100;BOLOGNA;690581;931252;44,507661;11,396554;500
66;3013;SAN DONNINO;VIA SAN DONATO 153/2;BOLOGNA;689147;931313;44,508587;11,378551;500
66;3074;PANZINI;VIA PANZINI FR P.L. 7;BOLOGNA;690317;931433;44,509359;11,393302;500
66;3103;DUSE;VIA BEROALDO 51;BOLOGNA;688432;930482;44,501299;11,36926;500
66;3106;DUSE;VIA MONDO 16-18/A;BOLOGNA;688509;930355;44,500136;11,370182;500
66;3113;GIARDINO GINO CERVI;VIA ANDREINI PASSO CARRAIO 6038-3960;BOLOGNA;688671;930914;44,505122;11,372422;500
66;3132;NUOVA;VIA NUOVA 15;BOLOGNA;688743;930159;44,498312;11,373051;500
66;3331;PARCHEGGIO COSTITUZIONE;VIALE A.MORO FR P.L. 22;BOLOGNA;687707;931451;44,510204;11,3605;500
66;3347;ZACCONI;VIA ZACCONI 4/B;BOLOGNA;688042;930806;44,504315;11,364476;500
66;4305;CASARALTA;VIA FERRARESE 153/F;BOLOGNA;687104;931932;44,514687;11,353094;500
66;4311;CASONI;VIA CASONI FR P.L. 3;BOLOGNA;687402;932348;44,518352;11,356991;500
66;4318;DEPOSITO FERRARESE;VIA FERRARESE DEPOSITO;BOLOGNA;687474;932666;44,521193;11,358012;500
67;11;PORTA GALLIERA;VIALE MASINI 4/2;BOLOGNA;686672;930786;44,50449;11,347249;500
67;4002;SACRO CUORE;VIA MATTEOTTI 18;BOLOGNA;686599;931235;44,508548;11,346494;500
67;4034;LIPPARINI;VIA CORTICELLA FR 255;BOLOGNA;687266;934838;44,540785;11,356185;500
67;4301;FRANCESCHINI;VIA FRANCESCHINI FR 22;BOLOGNA;686914;931508;44,510922;11,350552;500
67;4304;CIGNANI;VIA FERRARESE 26;BOLOGNA;687053;931810;44,513603;11,352409;500
67;4426;BARBIERI;VIA BARBIERI 74;BOLOGNA;686144;932136;44,51677;11,341099;500
67;4455;ARCOVEGGIO CHIESA;VIA FIORAVANTI 119/D;BOLOGNA;686219;932210;44,517416;11,342069;500
67;4461;VILLA ERBOSA;VIA ARCOVEGGIO FR 52;BOLOGNA;686354;932696;44,521753;11,343941;500
67;4471;DON BEDETTI;VIA ARCOVEGGIO FR P.L. 71;BOLOGNA;686650;934084;44,534162;11,348165;500
67;5030;TRAGHETTO;VIA ZANARDI 328;BOLOGNA;683978;933480;44,529415;11,314346;500
67;5104;MARCO POLO;VIA POLO P.L. 29;BOLOGNA;685152;932354;44,518986;11,328706;500
671;57;PORTA SANT`ISAIA;VIALE VICINI 6/2;BOLOGNA;685167;929725;44,495334;11,327952;500
671;67;PORTA LAME;VIALE PIETRAMELLARA 2;BOLOGNA;685600;930583;44,502941;11,333702;500
671;472;STAZIONE CENTRALE;VIALE PIETRAMELLARA TRA 18/3 E P.C.16877;BOLOGNA;686235;930884;44,505485;11,341792;500
671;7001;PORTA SARAGOZZA - RISORGI;VIA SARAGOZZA 85;BOLOGNA;685213;929191;44,490519;11,328339;500
671;7014;MELONCELLO;VIA SARAGOZZA FR 225/A;BOLOGNA;683931;929098;44,490009;11,312196;500
671;7017;FUNIVIA;VIA PORRETTANA FR 150;BOLOGNA;683202;929218;44,491274;11,303077;500
671;7033;CASALECCHIO VILLA CHIARA;VIA PORRETTANA 170;CROCE DI CASALECCHIO;681913;928197;44,482415;11,286519;507
671;7036;CROCE;VIA PORRETTANA 47/2;CROCE DI CASALECCHIO;682201;928500;44,485068;11,290245;507
671;7502;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;681127;927704;44,478178;11,27647;507
671;60510;CERETOLO TENUTA LAURO;VIA BAZZANESE 103;CASALECCHIO DI RENO;679064;927985;44,48122;11,250647;507
671;60513;RIALE CENTRO;VIA RISORGIMENTO 5 M DOPO PL 1642;RIALE;678224;928364;44,484837;11,240223;571
671;60526;LAVINO DI SOPRA;VIA RISORGIMENTO 139/C;ZOLA PREDOSA;676456;929035;44,491307;11,218234;571
671;60529;ZOLA PREDOSA CHIESA;VIA RISORGIMENTO FR 155/B;ZOLA PREDOSA;676159;929170;44,492594;11,214548;571
671;60542;PONTE RONCA SCUOLE;VIA RISORGIMENTO 217;ZOLA PREDOSA;674666;929889;44,499424;11,196027;571
671;60545;PONTE RONCA;VIA RISORGIMENTO 398;PONTE RONCA;674394;930032;44,500776;11,192656;571
671;60555;STAZIONE VIA LUNGA;VIA PROVINCIALE EX SP 569;CRESPELLANO;672394;930891;44,508984;11,167802;558
671;60565;VIA LUNGA BIVIO;VIA PROVINCIALE FR 29;CRESPELLANO;672168;930946;44,509533;11,164979;558
671;60574;OPPIO;VIA PROVINCIALE FR 97/C;CRESPELLANO;670887;931016;44,510467;11,148898;558
671;60581;CRESPELLANO;VIA BAZZANESE FR 243;CRESPELLANO;669343;931175;44,512261;11,129538;558
671;60590;BAZZANO SIRENA;VIA PROVINCIALE EST 67;BAZZANO;666566;930387;44,505818;11,094368;558
671;60597;BAZZANO STAZIONE;VIA PROVINCIALE OVEST 1;BAZZANO;665232;930614;44,508166;11,07767;558
671;60606;CONFINE;VIA CLAUDIA FR 84;BAZZANO;664159;930035;44,503202;11,063996;558
671;60613;SAVIGNANO S/PANARO MULINO;VIA CLAUDIA FR MICHELANGELO;MULINO;662512;928486;44,489638;11,042803;444
671;60626;SERRAVALLE BIVIO;VIA CLAUDIA 5183;FORMICA;660936;926217;44,469576;11,022289;444
671;60629;FORMICA BIVIO ZOCCA;VIA CLAUDIA 5972;FORMICA;660459;925884;44,466686;11,016193;444
